candidate_cache_version,match_id,team_id,start_event_id,label_counterattack,regain_type,match_period,start_ts,attacking_left,stop_reason,first_action_type,first_action_time_s,tracking_start_dt_s,source_label,short_duration_s,in_play_2s,event_count_pass_2s,event_count_touch_2s,event_count_duel_2s,event_count_clearance_2s,event_count_shot_2s,mid_duration_s,in_play_5s,event_count_pass_5s,event_count_touch_5s,event_count_duel_5s,event_count_clearance_5s,event_count_shot_5s,ten_duration_s,in_play_10s,event_count_pass_10s,event_count_touch_10s,event_count_duel_10s,event_count_clearance_10s,event_count_shot_10s,fifteen_duration_s,in_play_15s,event_count_pass_15s,event_count_touch_15s,event_count_duel_15s,event_count_clearance_15s,event_count_shot_15s,long_duration_s,in_play_20s,event_count_pass_20s,event_count_touch_20s,event_count_duel_20s,event_count_clearance_20s,event_count_shot_20s,short_start_progress_m,short_start_zone,short_start_goal_distance_m,short_min_goal_distance_m,short_end_progress_m,short_progression_goal_m,short_progression_x_m,short_directness_goal,short_avg_progress_speed_mps,mid_start_progress_m,mid_start_zone,mid_start_goal_distance_m,mid_min_goal_distance_m,mid_end_progress_m,mid_progression_goal_m,mid_progression_x_m,mid_directness_goal,mid_avg_progress_speed_mps,ten_start_progress_m,ten_start_zone,ten_start_goal_distance_m,ten_min_goal_distance_m,ten_end_progress_m,ten_progression_goal_m,ten_progression_x_m,ten_directness_goal,ten_avg_progress_speed_mps,fifteen_start_progress_m,fifteen_start_zone,fifteen_start_goal_distance_m,fifteen_min_goal_distance_m,fifteen_end_progress_m,fifteen_progression_goal_m,fifteen_progression_x_m,fifteen_directness_goal,fifteen_avg_progress_speed_mps,long_start_progress_m,long_start_zone,long_start_goal_distance_m,long_min_goal_distance_m,long_end_progress_m,long_progression_goal_m,long_progression_x_m,long_directness_goal,long_avg_progress_speed_mps,tracking_start_x_m_raw,tracking_start_y_m_raw,hybrid_probability,hybrid_threshold,hybrid_label,teamName,team_norm,label_no_score,winner_norm,home_goals,away_goals,team_won_match,shot_20s,shot_15s,box_entry_proxy,final_third_entry_proxy,box_shot_proxy,outcome_type,outcome_is_window_endpoint,outcome_event_id,outcome_time_s,outcome_progress_m,outcome_goal_distance_m,outcome_progression_from_start_m,outcome_goal_progression_m,outcome_goal_progression_speed_mps
6,5706989,7840,2593107021,1,interception,1H,44.069,0,opponent_on_ball,duel,2.5659999999999954,0.0090000000000003,Iceland - Finland,2.0,2.0,0,0,0,0,0,4.125,4.125,1,0,1,0,0,8.934999999999995,8.934999999999995,1,1,1,0,0,8.934999999999995,8.934999999999995,1,1,1,0,0,8.934999999999995,8.934999999999995,1,1,1,0,0,21.993546907895084,defensive_third,87.22846302332985,73.16254206977936,36.77023094781356,14.065920953550489,16.388667364629658,0.8989128312508622,7.104000481591141,21.993546907895084,defensive_third,87.22846302332985,64.50696210051184,44.57687931191327,22.72150092281801,22.583332404018183,0.6902142639795648,5.541829493370244,21.993546907895084,defensive_third,87.22846302332985,50.788324004940065,54.25859603722741,36.440139018389786,32.265049129332326,0.7725629605522406,4.085217378743248,21.993546907895084,defensive_third,87.22846302332985,50.788324004940065,54.25859603722741,36.440139018389786,32.265049129332326,0.7725629605522406,4.085217378743248,21.993546907895084,defensive_third,87.22846302332985,50.788324004940065,54.25859603722741,36.440139018389786,32.265049129332326,0.7725629605522406,4.085217378743248,-30.506453092104916,26.80920562942154,0.99292254,0.66,1,Iceland,iceland,Iceland - Finland,finland,0,1,False,0,0,0,0,0,window_end_20s,1,,8.934999999999995,54.25859603722741,50.788324004940065,32.265049129332326,36.440139018389786,4.0783591514705995
6,5706989,5048,2593107104,1,duel_regain,1H,369.891,1,opponent_on_ball,duel,1.794999999999959,0.0089999999999577,Iceland - Finland,1.794999999999959,1.794999999999959,0,0,1,0,0,3.987999999999999,3.987999999999999,1,1,1,0,0,8.899000000000001,8.899000000000001,1,1,2,0,0,10.15799999999996,9.948999999999955,2,1,2,0,0,10.15799999999996,9.948999999999955,2,1,2,0,0,63.63513995417785,middle_third,48.32172238057599,46.477362491207025,67.79675192228704,1.8443598893689668,4.161611968109192,0.998878458307154,1.0361572412185034,63.63513995417785,middle_third,48.32172238057599,42.21681532376864,78.40351884009249,6.104907056807349,14.768378885914636,0.9341198225425744,1.5416431961634578,63.63513995417785,middle_third,48.32172238057599,20.380562950209796,99.86551824390368,27.941159430366195,36.23037828972581,0.9848244091345748,3.1465269628790775,63.63513995417785,middle_third,48.32172238057599,11.897932875521104,106.72065863832728,36.42378950505488,43.08551868414943,0.8743873002484293,3.592089694778573,63.63513995417785,middle_third,48.32172238057599,11.897932875521104,106.72065863832728,36.42378950505488,43.08551868414943,0.8743873002484293,3.592089694778573,-11.135139954177852,24.97873510038098,0.9990081,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,0,0,1,1,0,opponent_on_ball,0,2593107096,10.94599999999997,97.65,13.698762717851563,34.014860045822154,34.622959662724426,3.16306958365837
6,5706989,7840,2593107171,1,duel_regain,1H,614.683,0,window_end,duel,1.2889999999999873,0.0030000000000427,Iceland - Finland,1.2889999999999873,1.2889999999999873,0,0,1,0,0,4.729000000000042,4.729000000000042,2,0,1,0,0,7.135999999999967,7.135999999999967,2,1,1,0,1,7.135999999999967,7.135999999999967,2,1,1,0,1,7.135999999999967,7.135999999999967,2,1,1,0,1,69.4271173445728,middle_third,47.08101807956725,42.79240196248509,73.83733199863772,4.288616117082164,4.410214654064916,0.9292145963508934,3.403663584985869,69.4271173445728,middle_third,47.08101807956725,28.36862172266969,84.19955173420416,18.71239635689756,15.420695628143548,0.9777903076289406,3.998375289935419,69.4271173445728,middle_third,47.08101807956725,3.885649200524509,101.37866452369876,43.19536887904274,31.95154717912594,0.9902560168163091,6.083854771696238,69.4271173445728,middle_third,47.08101807956725,3.885649200524509,101.37866452369876,43.19536887904274,31.95154717912594,0.9902560168163091,6.083854771696238,69.4271173445728,middle_third,47.08101807956725,3.885649200524509,101.37866452369876,43.19536887904274,31.95154717912594,0.9902560168163091,6.083854771696238,16.927117344572807,-30.841405334253903,0.99932075,0.66,1,Iceland,iceland,Iceland - Finland,finland,0,1,False,1,1,1,1,1,shot,0,2593107176,7.135999999999967,86.1,24.10418220973282,16.672882655427188,22.97683586983443,3.2198480759297277
6,5706989,7840,2593107327,1,interception,1H,1430.834,0,window_end,touch,2.0219999999999345,0.0059999999998581,Iceland - Finland,2.0,2.0,0,0,0,0,0,2.0219999999999345,2.0219999999999345,0,1,0,0,0,7.189999999999827,7.189999999999827,1,1,0,0,0,14.836999999999987,14.836999999999987,3,1,0,0,0,14.836999999999987,14.836999999999987,3,1,0,0,0,0.0909328847660901,defensive_third,105.36668611077314,102.30026402313048,3.0035159660973036,3.066422087642664,2.9125830813312135,0.9883614550729556,1.5486980240619372,0.0909328847660901,defensive_third,105.36668611077314,102.20946981801072,3.094134228310395,3.1572162927624134,3.003201343544305,0.988692367947817,1.5786081463812067,0.0909328847660901,defensive_third,105.36668611077314,82.81974622327641,25.94303243856943,22.546939887496737,25.877201858594795,0.976091249378037,3.1402423241638626,0.0909328847660901,defensive_third,105.36668611077314,45.44882385257764,59.948903682376006,59.917862258195505,59.85797079760992,0.9447245775775098,4.04304063820478,0.0909328847660901,defensive_third,105.36668611077314,45.44882385257764,59.948903682376006,59.917862258195505,59.85797079760992,0.9447245775775098,4.04304063820478,-52.40906711523391,-9.809494328329963,0.96680284,0.66,1,Iceland,iceland,Iceland - Finland,finland,0,1,False,0,0,0,0,0,window_end_20s,1,,14.836999999999987,60.20580518325326,45.17901279474718,60.11487229848717,60.187673316025965,4.056593200513986
6,5706989,7840,2593107349,1,interception,1H,1551.482,0,opponent_on_ball,pass,3.883000000000038,0.0019999999999527,Iceland - Finland,2.0,2.0,0,0,0,0,0,3.883000000000038,3.883000000000038,1,0,0,0,0,9.072000000000116,9.072000000000116,3,0,0,0,0,9.072000000000116,9.072000000000116,3,0,0,0,0,9.072000000000116,9.072000000000116,3,0,0,0,0,66.6205868657024,middle_third,39.60931884910574,30.242512482046557,75.1897037890616,9.366806367059183,8.56911692335919,1.0,4.730710286393483,66.6205868657024,middle_third,39.60931884910574,26.270308908636306,79.30853350527991,13.339009940469436,12.687946639577504,1.0,3.4557020571165236,66.6205868657024,middle_third,39.60931884910574,8.313788805758001,98.772485508058,31.29553004334774,34.8758836228336,0.9201666373570332,3.4618949162995425,66.6205868657024,middle_third,39.60931884910574,8.313788805758001,98.772485508058,31.29553004334774,34.8758836228336,0.9201666373570332,3.4618949162995425,66.6205868657024,middle_third,39.60931884910574,8.313788805758001,98.772485508058,31.29553004334774,34.8758836228336,0.9201666373570332,3.4618949162995425,14.120586865702409,-9.793813718722063,0.9972887,0.66,1,Iceland,iceland,Iceland - Finland,finland,0,1,False,0,0,1,1,0,opponent_on_ball,0,2593107448,10.037000000000035,97.65,9.5643557022938,31.0294131342976,30.044963146811938,2.9934206582456744
6,5706989,5048,2593107499,1,duel_regain,1H,1767.463,1,window_end,touch,0.8420000000000982,0.002999999999929,Iceland - Finland,1.8640000000000327,1.8640000000000327,0,1,1,0,0,4.278999999999996,4.278999999999996,0,1,2,0,0,7.312000000000125,7.312000000000125,2,2,2,0,0,14.88000000000011,14.88000000000011,3,2,2,0,1,16.02300000000014,16.02300000000014,3,2,2,0,1,55.95075495792955,middle_third,59.10074271529642,54.63778461682183,58.60088584727106,4.462958098474587,2.7535436762235577,0.7626573226895466,2.425520705692818,55.95075495792955,middle_third,59.10074271529642,51.789347186391666,61.94344971345939,7.311395528904754,7.901989690074345,0.5317507783239949,1.7162900302593356,55.95075495792955,middle_third,59.10074271529642,51.789347186391666,57.1291872110597,7.311395528904754,7.901989690074345,0.3317257537235481,1.0043125726517557,55.95075495792955,middle_third,59.10074271529642,3.1762665808588766,101.83596757706604,55.92447613443754,45.88521261913648,0.7861808639156496,3.7634236967993218,55.95075495792955,middle_third,59.10074271529642,2.2673687133810887,102.3827490426607,56.83337400191533,46.96192649944486,0.7766655825740905,3.552085875119708,-3.450754957929547,32.970734755273355,0.9737699,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,1,1,1,1,1,shot,0,2593107513,14.88000000000011,76.65,30.129097231745916,20.69924504207046,28.971645483550503,1.9470191857224657
6,5706989,5048,2593107661,1,interception,1H,2242.437,1,opponent_on_ball,pass,3.4650000000001455,0.0030000000001564,Iceland - Finland,2.0,2.0,0,0,0,0,0,3.4650000000001455,3.4650000000001455,1,0,0,0,0,9.720000000000256,9.720000000000256,1,1,1,0,0,10.509000000000016,10.509000000000016,2,1,1,0,0,10.509000000000016,10.509000000000016,2,1,1,0,0,58.45911492244822,middle_third,48.00546226967202,38.65910977086544,68.5809059016476,9.34635249880658,10.121790979199377,1.0,4.72038004990227,58.45911492244822,middle_third,48.00546226967202,35.67088281634216,75.41886042428875,12.334579453329866,16.95974550184053,1.0,3.564907356453681,58.45911492244822,middle_third,48.00546226967202,13.961793367050507,101.37422070904114,34.04366890262152,43.36974833464629,0.9992426638195512,3.5096565878991917,58.45911492244822,middle_third,48.00546226967202,11.196792807418126,100.80470043037874,36.808669462253896,43.36974833464629,0.9992995136908048,3.5055875678337043,58.45911492244822,middle_third,48.00546226967202,11.196792807418126,100.80470043037874,36.808669462253896,43.36974833464629,0.9992995136908048,3.5055875678337043,-5.959114922448222,-11.767345661746411,0.99945015,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,0,0,1,1,0,opponent_on_ball,0,2593107544,10.983000000000175,101.85,15.288037807383917,43.39088507755177,32.71742446228811,2.978915092623836
6,5706989,5048,2593107714,1,duel_regain,1H,2541.016,1,window_end,pass,1.7390000000000327,0.0039999999999054,Iceland - Finland,1.7390000000000327,1.7390000000000327,1,0,0,0,0,3.755000000000109,3.755000000000109,2,0,0,0,0,3.755000000000109,3.755000000000109,2,0,0,0,0,3.755000000000109,3.755000000000109,2,0,0,0,0,3.755000000000109,3.755000000000109,2,0,0,0,0,44.38700939100429,middle_third,62.417865082760386,54.63675126805155,53.25814987813222,7.781113814708839,8.871140487127931,0.9995561177469072,4.5239033806452,44.38700939100429,middle_third,62.417865082760386,33.51287859895789,71.49756464276857,28.904986483802496,27.110555251764275,0.9998804697898732,7.728606011711409,44.38700939100429,middle_third,62.417865082760386,33.51287859895789,71.49756464276857,28.904986483802496,27.110555251764275,0.9998804697898732,7.728606011711409,44.38700939100429,middle_third,62.417865082760386,33.51287859895789,71.49756464276857,28.904986483802496,27.110555251764275,0.9998804697898732,7.728606011711409,44.38700939100429,middle_third,62.417865082760386,33.51287859895789,71.49756464276857,28.904986483802496,27.110555251764275,0.9998804697898732,7.728606011711409,8.112990608995709,-14.901518409996903,0.94052833,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,0,0,0,1,0,window_end_20s,1,,3.755000000000109,71.74784345069648,33.25888039209124,27.360834059692188,29.158984690669143,7.765375416955605
6,5706989,5048,2593107799,1,duel_regain,2H,2898.402,1,game_interruption,pass,1.63799999999992,0.0019999999999527,Iceland - Finland,1.63799999999992,1.63799999999992,1,0,0,0,0,3.86200000000008,3.86200000000008,1,1,0,0,0,6.072000000000116,6.072000000000116,1,1,0,0,1,6.072000000000116,6.072000000000116,1,1,0,0,1,6.072000000000116,6.072000000000116,1,1,0,0,1,66.17921976575266,middle_third,39.721688631453254,35.15996665032131,73.99814097256196,4.561721981131946,7.818921206809293,0.9937963597011552,2.8158777661310204,66.17921976575266,middle_third,39.721688631453254,29.55309083280907,86.32689996420783,10.168597798644186,20.147680198455163,0.9972074403380728,2.648072343396823,66.17921976575266,middle_third,39.721688631453254,10.503952624350976,99.8667028548144,29.21773600710228,33.68748308906174,0.999026337604409,4.837373511109678,66.17921976575266,middle_third,39.721688631453254,10.503952624350976,99.8667028548144,29.21773600710228,33.68748308906174,0.999026337604409,4.837373511109678,66.17921976575266,middle_third,39.721688631453254,10.503952624350976,99.8667028548144,29.21773600710228,33.68748308906174,0.999026337604409,4.837373511109678,-13.679219765752665,-8.411870763295994,0.9995715,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,1,1,1,1,1,shot,0,2593107802,6.072000000000116,90.3,20.97359292062283,24.120780234247334,18.748095710830423,3.0876310459206295
6,5706989,5048,2593107829,1,duel_regain,2H,3064.036,1,window_end,duel,1.1799999999998363,0.0039999999999054,Iceland - Finland,1.1799999999998363,1.1799999999998363,0,0,1,0,0,4.53899999999976,4.53899999999976,0,0,3,0,0,5.777999999999793,5.777999999999793,0,0,3,0,0,5.777999999999793,5.777999999999793,0,0,3,0,0,5.777999999999793,5.777999999999793,0,0,3,0,0,55.95846701652557,middle_third,58.86548153352032,58.75032710591947,54.30940970299515,0.1151544276008564,0.0,0.0488438669320867,0.0992710582766128,55.95846701652557,middle_third,58.86548153352032,40.48615128924905,70.97880231306284,18.379330244271273,15.020335296537276,0.8912582549491765,4.066223505369767,55.95846701652557,middle_third,58.86548153352032,34.65029244147331,77.21535343836521,24.215189092047012,21.25688642183965,0.9152438236025688,4.20402588403578,55.95846701652557,middle_third,58.86548153352032,34.65029244147331,77.21535343836521,24.215189092047012,21.25688642183965,0.9152438236025688,4.20402588403578,55.95846701652557,middle_third,58.86548153352032,34.65029244147331,77.21535343836521,24.215189092047012,21.25688642183965,0.9152438236025688,4.20402588403578,-3.4584670165255673,32.55876162884596,0.9364142,0.66,1,Finland,finland,Iceland - Finland,finland,0,1,True,0,0,0,1,0,window_end_20s,1,,5.777999999999793,77.2501708265934,34.568450509484414,21.291703810067837,24.297031024035903,4.205093635174243
